"STATISTIC Label","Year","Age Group","Sex","Region","UNIT","VALUE"
"Estimated Population (Persons in April)","2013","35 - 39 years","Both sexes","Dublin","Thousand","106.3"
"Estimated Population (Persons in April)","2013","35 - 39 years","Both sexes","Mid-East","Thousand","56.4"
"Estimated Population (Persons in April)","2013","35 - 39 years","Both sexes","Midland","Thousand","22.4"
"Estimated Population (Persons in April)","2013","35 - 39 years","Male","State","Thousand","182.7"
"Estimated Population (Persons in April)","2013","35 - 39 years","Male","Border","Thousand","14.6"
"Estimated Population (Persons in April)","2013","35 - 39 years","Male","West","Thousand","16.3"
"Estimated Population (Persons in April)","2013","35 - 39 years","Male","Mid-West","Thousand","17.9"
"Estimated Population (Persons in April)","2013","35 - 39 years","Male","South-East","Thousand","15.8"
"Estimated Population (Persons in April)","2013","35 - 39 years","Male","South-West","Thousand","26.5"
"Estimated Population (Persons in April)","2013","35 - 39 years","Male","Dublin","Thousand","52.6"
"Estimated Population (Persons in April)","2013","35 - 39 years","Male","Mid-East","Thousand","27.8"
"Estimated Population (Persons in April)","2013","35 - 39 years","Male","Midland","Thousand","11.2"
"Estimated Population (Persons in April)","2013","35 - 39 years","Female","State","Thousand","184.2"
"Estimated Population (Persons in April)","2013","35 - 39 years","Female","Border","Thousand","14.4"
"Estimated Population (Persons in April)","2013","35 - 39 years","Female","West","Thousand","16.8"
"Estimated Population (Persons in April)","2013","35 - 39 years","Female","Mid-West","Thousand","17.5"
"Estimated Population (Persons in April)","2013","35 - 39 years","Female","South-East","Thousand","15.8"
"Estimated Population (Persons in April)","2013","35 - 39 years","Female","South-West","Thousand","26.2"
"Estimated Population (Persons in April)","2013","35 - 39 years","Female","Dublin","Thousand","53.8"
"Estimated Population (Persons in April)","2013","35 - 39 years","Female","Mid-East","Thousand","28.6"
"Estimated Population (Persons in April)","2013","35 - 39 years","Female","Midland","Thousand","11.2"
"Estimated Population (Persons in April)","2013","40 - 44 years","Both sexes","State","Thousand","341"
"Estimated Population (Persons in April)","2013","40 - 44 years","Both sexes","Border","Thousand","28.1"
"Estimated Population (Persons in April)","2013","40 - 44 years","Both sexes","West","Thousand","31.7"
"Estimated Population (Persons in April)","2013","40 - 44 years","Both sexes","Mid-West","Thousand","34.4"
"Estimated Population (Persons in April)","2013","40 - 44 years","Both sexes","South-East","Thousand","30.7"
"Estimated Population (Persons in April)","2013","40 - 44 years","Both sexes","South-West","Thousand","49.4"
"Estimated Population (Persons in April)","2013","40 - 44 years","Both sexes","Dublin","Thousand","91.4"
"Estimated Population (Persons in April)","2013","40 - 44 years","Both sexes","Mid-East","Thousand","53.7"
"Estimated Population (Persons in April)","2013","40 - 44 years","Both sexes","Midland","Thousand","21.6"
"Estimated Population (Persons in April)","2013","40 - 44 years","Male","State","Thousand","170.9"
"Estimated Population (Persons in April)","2013","40 - 44 years","Male","Border","Thousand","14.3"
"Estimated Population (Persons in April)","2013","40 - 44 years","Male","West","Thousand","15.7"
"Estimated Population (Persons in April)","2013","40 - 44 years","Male","Mid-West","Thousand","17.4"
"Estimated Population (Persons in April)","2013","40 - 44 years","Male","South-East","Thousand","15.5"
"Estimated Population (Persons in April)","2013","40 - 44 years","Male","South-West","Thousand","24.7"
"Estimated Population (Persons in April)","2013","40 - 44 years","Male","Dublin","Thousand","45.4"
"Estimated Population (Persons in April)","2013","40 - 44 years","Male","Mid-East","Thousand","27"
"Estimated Population (Persons in April)","2013","40 - 44 years","Male","Midland","Thousand","10.9"
"Estimated Population (Persons in April)","2013","40 - 44 years","Female","State","Thousand","170.1"
"Estimated Population (Persons in April)","2013","40 - 44 years","Female","Border","Thousand","13.8"
"Estimated Population (Persons in April)","2013","40 - 44 years","Female","West","Thousand","16"
"Estimated Population (Persons in April)","2013","40 - 44 years","Female","Mid-West","Thousand","17"
"Estimated Population (Persons in April)","2013","40 - 44 years","Female","South-East","Thousand","15.2"
"Estimated Population (Persons in April)","2013","40 - 44 years","Female","South-West","Thousand","24.7"
"Estimated Population (Persons in April)","2013","40 - 44 years","Female","Dublin","Thousand","46"
"Estimated Population (Persons in April)","2013","40 - 44 years","Female","Mid-East","Thousand","26.8"
"Estimated Population (Persons in April)","2013","40 - 44 years","Female","Midland","Thousand","10.7"
"Estimated Population (Persons in April)","2013","45 - 49 years","Both sexes","State","Thousand","310.1"
"Estimated Population (Persons in April)","2013","45 - 49 years","Both sexes","Border","Thousand","26.5"
"Estimated Population (Persons in April)","2013","45 - 49 years","Both sexes","West","Thousand","30.2"
"Estimated Population (Persons in April)","2013","45 - 49 years","Both sexes","Mid-West","Thousand","32.3"
"Estimated Population (Persons in April)","2013","45 - 49 years","Both sexes","South-East","Thousand","28.8"
"Estimated Population (Persons in April)","2013","45 - 49 years","Both sexes","South-West","Thousand","46"
"Estimated Population (Persons in April)","2013","45 - 49 years","Both sexes","Dublin","Thousand","79.4"
"Estimated Population (Persons in April)","2013","45 - 49 years","Both sexes","Mid-East","Thousand","47.2"
"Estimated Population (Persons in April)","2013","45 - 49 years","Both sexes","Midland","Thousand","19.6"
"Estimated Population (Persons in April)","2013","45 - 49 years","Male","State","Thousand","154.4"
"Estimated Population (Persons in April)","2013","45 - 49 years","Male","Border","Thousand","13.3"
"Estimated Population (Persons in April)","2013","45 - 49 years","Male","West","Thousand","15.3"
"Estimated Population (Persons in April)","2013","45 - 49 years","Male","Mid-West","Thousand","16.2"
"Estimated Population (Persons in April)","2013","45 - 49 years","Male","South-East","Thousand","14.3"
"Estimated Population (Persons in April)","2013","45 - 49 years","Male","South-West","Thousand","23.1"
"Estimated Population (Persons in April)","2013","45 - 49 years","Male","Dublin","Thousand","38.8"
"Estimated Population (Persons in April)","2013","45 - 49 years","Male","Mid-East","Thousand","23.6"
"Estimated Population (Persons in April)","2013","45 - 49 years","Male","Midland","Thousand","9.9"
"Estimated Population (Persons in April)","2013","45 - 49 years","Female","State","Thousand","155.7"
"Estimated Population (Persons in April)","2013","45 - 49 years","Female","Border","Thousand","13.3"
"Estimated Population (Persons in April)","2013","45 - 49 years","Female","West","Thousand","14.9"
"Estimated Population (Persons in April)","2013","45 - 49 years","Female","Mid-West","Thousand","16.1"
"Estimated Population (Persons in April)","2013","45 - 49 years","Female","South-East","Thousand","14.5"
"Estimated Population (Persons in April)","2013","45 - 49 years","Female","South-West","Thousand","22.9"
"Estimated Population (Persons in April)","2013","45 - 49 years","Female","Dublin","Thousand","40.6"
"Estimated Population (Persons in April)","2013","45 - 49 years","Female","Mid-East","Thousand","23.6"
"Estimated Population (Persons in April)","2013","45 - 49 years","Female","Midland","Thousand","9.7"
"Estimated Population (Persons in April)","2013","50 - 54 years","Both sexes","State","Thousand","282.8"
"Estimated Population (Persons in April)","2013","50 - 54 years","Both sexes","Border","Thousand","24.4"
"Estimated Population (Persons in April)","2013","50 - 54 years","Both sexes","West","Thousand","28.1"
"Estimated Population (Persons in April)","2013","50 - 54 years","Both sexes","Mid-West","Thousand","29.8"
"Estimated Population (Persons in April)","2013","50 - 54 years","Both sexes","South-East","Thousand","26.5"
"Estimated Population (Persons in April)","2013","50 - 54 years","Both sexes","South-West","Thousand","42.6"
"Estimated Population (Persons in April)","2013","50 - 54 years","Both sexes","Dublin","Thousand","73.7"
"Estimated Population (Persons in April)","2013","50 - 54 years","Both sexes","Mid-East","Thousand","40.4"
"Estimated Population (Persons in April)","2013","50 - 54 years","Both sexes","Midland","Thousand","17.4"
"Estimated Population (Persons in April)","2013","50 - 54 years","Male","State","Thousand","140.6"
"Estimated Population (Persons in April)","2013","50 - 54 years","Male","Border","Thousand","12.1"
"Estimated Population (Persons in April)","2013","50 - 54 years","Male","West","Thousand","14"
"Estimated Population (Persons in April)","2013","50 - 54 years","Male","Mid-West","Thousand","14.9"
"Estimated Population (Persons in April)","2013","50 - 54 years","Male","South-East","Thousand","13.2"
"Estimated Population (Persons in April)","2013","50 - 54 years","Male","South-West","Thousand","21.4"
"Estimated Population (Persons in April)","2013","50 - 54 years","Male","Dublin","Thousand","35.9"
"Estimated Population (Persons in April)","2013","50 - 54 years","Male","Mid-East","Thousand","20.1"
"Estimated Population (Persons in April)","2013","50 - 54 years","Male","Midland","Thousand","8.9"
"Estimated Population (Persons in April)","2013","50 - 54 years","Female","State","Thousand","142.2"
"Estimated Population (Persons in April)","2013","50 - 54 years","Female","Border","Thousand","12.2"
"Estimated Population (Persons in April)","2013","50 - 54 years","Female","West","Thousand","14"
"Estimated Population (Persons in April)","2013","50 - 54 years","Female","Mid-West","Thousand","14.8"
"Estimated Population (Persons in April)","2013","50 - 54 years","Female","South-East","Thousand","13.3"
"Estimated Population (Persons in April)","2013","50 - 54 years","Female","South-West","Thousand","21.2"
"Estimated Population (Persons in April)","2013","50 - 54 years","Female","Dublin","Thousand","37.9"
"Estimated Population (Persons in April)","2013","50 - 54 years","Female","Mid-East","Thousand","20.2"
"Estimated Population (Persons in April)","2013","50 - 54 years","Female","Midland","Thousand","8.5"
"Estimated Population (Persons in April)","2013","55 - 59 years","Both sexes","State","Thousand","251.1"
"Estimated Population (Persons in April)","2013","55 - 59 years","Both sexes","Border","Thousand","22.3"
"Estimated Population (Persons in April)","2013","55 - 59 years","Both sexes","West","Thousand","26.4"
"Estimated Population (Persons in April)","2013","55 - 59 years","Both sexes","Mid-West","Thousand","27.2"
"Estimated Population (Persons in April)","2013","55 - 59 years","Both sexes","South-East","Thousand","23.3"
"Estimated Population (Persons in April)","2013","55 - 59 years","Both sexes","South-West","Thousand","37.9"
"Estimated Population (Persons in April)","2013","55 - 59 years","Both sexes","Dublin","Thousand","63.9"
"Estimated Population (Persons in April)","2013","55 - 59 years","Both sexes","Mid-East","Thousand","34.6"
"Estimated Population (Persons in April)","2013","55 - 59 years","Both sexes","Midland","Thousand","15.5"
"Estimated Population (Persons in April)","2013","55 - 59 years","Male","State","Thousand","125.1"
"Estimated Population (Persons in April)","2013","55 - 59 years","Male","Border","Thousand","11.3"
"Estimated Population (Persons in April)","2013","55 - 59 years","Male","West","Thousand","13.3"
